01001,0
01002,0
01003,0
01004,0
01005,0
01006,0
01007,0
01008,0
01009,0
01010,0
01011,0
01012,0
01013,0
01014,0
01015,0
01016,0
01017,0
01018,0
01019,0
01020,0
01021,0
01022,0
01023,0
01024,0
01025,0
01026,0
01027,0
01028,0
01029,0
01030,0
01031,0
01032,0
01033,0
01034,0
01035,0
01036,0
01037,0
01038,0
01039,0
01040,0
01041,0
01042,0
01043,0
01044,0
01045,0
01046,0
01047,0
01048,0
01049,0
01050,0
01052,0
01053,0
01054,0
01055,0
01056,0
01057,0
01058,0
01059,0
01060,0
01061,0
01067,0
01068,0
01069,0
01070,0
01071,0
01072,0
01073,0
01074,0
01076,0
01077,0
01078,0
01079,0
01080,0
01081,0
01082,0
01083,0
01084,0
01085,0
01086,0
01087,0
01088,0
01089,0
01090,0
01091,0
01092,0
01093,0
01094,0
01095,0
01096,0
01097,0
01102,0
01103,0
01104,0
01105,0
01106,0
01107,0
01108,0
01109,0
01110,0
01111,0
01112,0
01113,0
01114,0
01115,0
01116,0
01117,0
01118,0
01119,0
01120,0
01121,0
01122,0
01123,0
01124,0
01125,0
01126,0
01127,0
01128,0
01129,0
01130,0
01131,0
01132,0
01133,0
01134,0
01135,0
01136,0
01137,0
01138,0
01139,0
01140,0
01141,0
01144,0
01145,0
01146,0
01151,0
01152,0
01153,0
01154,0
01155,0
01156,0
01157,0
01159,0
01160,0
01161,0
01164,0
01165,0
01166,0
01167,0
01168,0
01169,0
01171,0
01172,0
01173,0
01174,0
01175,0
01178,0
01179,0
01180,0
01182,0
01184,0
01185,0
01186,0
01187,0
01188,0
01189,0
01190,0
01191,0
01192,0
01193,0
01194,0
01199,0
01200,0
01202,0
01203,0
01204,0
01205,0
01206,0
01208,0
01209,0
01210,0
01211,0
01212,0
01214,0
01215,0
01216,0
01217,0
01218,0
01219,0
01220,0
01221,0
01222,0
01223,0
01224,0
01225,0
01226,0
01227,0
01228,0
01229,0
01230,0
01231,0
01235,0
01236,0
01237,0
01238,0
01239,0
01240,0
01241,0
01242,0
01243,0
01244,0
01250,0
01251,0
01252,0
01253,0
01254,0
01255,0
01256,0
01258,0
01259,0
01260,0
01263,0
01264,0
01265,0
01266,0
01267,0
01270,0
01271,0
01275,0
01276,0
01278,0
01280,0
01281,0
01284,0
01285,0
01286,0
01287,0
01289,0
01290,0
01291,0
01292,0
01293,0
01294,0
01295,0
01297,0
01298,0
01300,0
01301,0
01302,0
01303,0
01305,0
01306,0
02001,0
02002,0
02003,0
02004,0
02005,0
02006,0
02007,0
02008,0
02009,0
02010,0
02011,0
02012,0
02013,0
02014,0
02015,0
02016,0
02017,0
02018,0
02019,0
02020,0
02021,0
02022,0
02023,0
02024,0
02025,0
02026,0
02027,0
02028,0
02029,0
02030,0
02031,0
02032,0
02033,0
02034,0
02035,0
02036,0
02037,0
02038,0
02039,0
02041,0
02042,0
02043,0
02044,0
02045,0
02046,0
02047,0
02048,0
02049,0
02050,0
02051,0
02052,0
02053,0
02054,0
02055,0
02063,0
02064,0
02065,0
02066,0
02068,0
02069,0
02073,0
02074,0
02075,0
02076,0
03000,0
03001,0
03002,0
03003,0
03005,0
03007,0
03008,0
03009,0
03010,0
03011,0
03012,0
03013,0
03014,0
03015,0
03016,0
03017,0
03019,0
03021,0
03022,0
03023,0
03024,0
03025,0
03026,0
03041,0
03042,0
03043,0
03044,0
03045,0
03046,0
03047,0
03048,0
03049,0
03050,0
03051,0
03052,0
03053,0
03054,0
03055,0
03059,0
03061,0
03062,0
03066,0
03067,0
03068,0
03069,0
03070,0
03072,0
03073,0
03075,0
03076,0
03077,0
03079,0
03081,0
03082,0
03083,0
03084,0
03085,0
03089,0
03090,0
03091,0
03092,0
03093,0
03096,0
03098,0
03099,0
03100,0
03104,0
03105,0
03108,0
03109,0
03112,0
03114,0
03115,0
03116,0
03117,0
03118,0
03119,0
03120,0
03121,0
03122,0
03127,0
03128,0
03129,0
03130,0
03131,0
03132,0
03133,0
03134,0
03135,0
03136,0
03137,0
03139,0
03140,0
03141,0
03142,0
03143,0
03144,0
03145,0
03147,0
03150,0
03151,0
03152,0
03153,0
03154,0
03156,0
03157,0
03158,0
03159,0
03160,0
03161,0
03162,0
03163,0
03164,0
03165,0
03166,0
03167,0
03168,0
03169,0
03170,0
03171,0
03172,0
03173,0
03174,0
03175,0
03176,0
03177,0
03178,0
03179,0
03181,0
03184,0
03185,0
03186,0
03187,0
03188,0
03189,0
03190,0
03191,0
03192,0
03193,0
03194,0
03195,0
03197,0
03198,0
03199,0
03201,0
03205,0
03206,0
03209,0
03211,0
03212,0
03213,0
03214,0
03215,0
03216,0
03217,0
03220,0
03221,0
03222,0
03224,0
03225,0
03226,0
03227,0
03228,0
03229,0
03230,0
03233,0
03235,0
03236,0
03238,0
03245,0
03246,0
03265,0
03267,0
03268,0
03269,0
03274,0
03278,0
03279,0
03280,0
03282,0
03283,0
03286,0
03287,0
03289,0
03290,0
03293,0
03296,0
03297,0
03298,0
03301,0
03302,0
03303,0
03304,0
03681,0
03682,0
03685,0
03686,0
03689,0
03690,0
03693,0
03694,0
03696,0
03704,0
03711,0
03712,0
03800,0
03801,0
03802,0
03803,0
03805,0
03806,0
03808,0
03809,0
03812,0
03813,0
03814,0
03815,0
03816,0
03818,0
03819,0
03820,0
03821,0
03822,0
03823,0
03824,0
03825,0
03826,0
03827,0
03830,0
03832,0
03837,0
03838,0
03839,0
03840,0
03841,0
03842,0
03843,0
03844,0
03845,0
03846,0
03849,0
03850,0
03851,0
03852,0
03853,0
03854,0
03855,0
03856,0
03857,0
03858,0
03859,0
03860,0
03861,0
03864,0
03867,0
03868,0
03869,0
03870,0
03900,0
03901,0
03913,0
03925,0
03926,0
03928,0
03929,0
03930,0
03934,0
03935,0
03936,0
03937,0
03938,0
03939,0
03940,0
03941,0
03942,0
03943,0
03944,0
03945,0
03946,0
03947,0
03948,0
03949,0
03950,0
03951,0
03952,0
03953,0
03954,0
03955,0
03956,0
03957,0
03959,0
03960,0
03961,0
03963,0
03964,0
03965,0
03966,0
03967,0
03968,0
03980,0
03981,0
03982,0
03983,0
03984,0
03985,0
03986,0
03987,0
03988,0
03989,0
03990,0
03991,0
03992,0
03993,0
03994,0
03995,0
03996,0
03997,0
03998,0
03999,0
04001,0
04002,0
04011,0
04013,0
04014,0
04015,0
04016,0
04017,0
04018,0
04020,0
04021,0
04022,0
04023,0
04025,0
04026,0
04027,0
04028,0
04029,0
04030,0
04031,0
04034,0
04037,0
04038,0
04042,0
04044,0
04047,0
04053,0
04055,0
04058,0
04060,0
04073,0
04114,0
04120,0
04128,0
04133,0
04135,0
04141,0
04142,0
04143,0
04144,0
04145,0
04146,0
04367,0
04501,0
04502,0
04506,0
04510,0
04511,0
04513,0
04514,0
04515,0
04516,0
04517,0
04518,0
04520,0
04528,0
04529,0
04530,0
04531,0
04532,0
04534,0
04536,0
04539,0
04541,0
04542,0
04543,0
04544,0
04545,0
04546,0
04548,0
04549,0
04550,0
04551,0
04554,0
04556,0
04559,0
04560,0
04570,0
04572,0
04573,0
04574,0
04575,0
04576,0
04581,0
04582,0
04583,0
04584,0
04585,0
04586,0
04587,0
04588,0
04589,0
04590,0
04591,0
04592,0
04593,0
04594,0
04595,0
04600,0
04601,0
04602,0
04606,0
04609,0
04610,0
04611,0
04612,0
04613,0
04614,0
04615,0
04617,0
04618,0
04620,0
04624,0
04626,0
04627,0
04628,0
04629,0
04630,0
04631,0
04633,0
04634,0
04635,0
04636,0
04638,0
04639,0
04640,0
04641,0
04642,0
04643,0
04644,0
04645,0
04646,0
04648,0
04649,0
04650,0
04651,0
04652,0
04653,0
04654,0
04655,0
04656,0
04657,0
04658,0
04659,0
04660,0
04661,0
04662,0
04663,0
04664,0
04665,0
04666,0
04667,0
04668,0
04669,0
04670,0
04673,0
